from,starting label,QID,label,depth,target
Q160236,Metropolitan Museum of Art,Q459041,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q657550,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q14623005,Cypresses,4,0
Q160236,Metropolitan Museum of Art,Q177220,Metropolitan Museum of Art,3,0
Q1634926,Hugo Cassirer,Q20080422,Hugo Cassirer,5,1
Q1634926,Hugo Cassirer,Q140686,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q2086712,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q56555894,Gottlieb Friedrich Reber,2,1
Q17277888,Gottlieb Friedrich Reber,Q4532138,Gottlieb Friedrich Reber,4,0
Q104530765,Hugo Nathan,Q21479251,Hugo Nathan,3,1
Q29441758,Margarete Mauthner,Q18745022,Margarete Mauthner,5,1
Q160236,Metropolitan Museum of Art,Q2041543,Metropolitan Museum of Art,3,0
Q657415,Cleveland Museum of Art,Q16986324,Cleveland Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q18347243,Metropolitan Museum of Art,5,1
Q74128,Alfred Flechtheim,Q1320883,Alfred Flechtheim,5,0
Q214867,National Gallery of Art,Q24909800,National Gallery of Art,4,1
Q1634926,Hugo Cassirer,Q22965268,Hugo Cassirer,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1321055,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q26221201,Two Diggers among Trees,Q10288082,Two Diggers among Trees,3,1
Q55680361,Oskar Reichel,Q20771242,Oskar Reichel,4,1
Q160236,Metropolitan Museum of Art,Q17254907,Metropolitan Museum of Art,4,1
Q104530765,Hugo Nathan,Q50990573,Hugo Nathan,4,1
Q20178788,Still Life with Apples,Q4808368,Still Life with Apples,2,1
Q74128,Alfred Flechtheim,Q333634,Alfred Flechtheim,3,0
Q160236,Metropolitan Museum of Art,Q79158,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q11075015,Hugo Cassirer,5,0
Q214867,National Gallery of Art,Q19906011,National Gallery of Art,3,0
Q1634926,Hugo Cassirer,Q94763749,Hugo Cassirer,4,1
Q74128,Alfred Flechtheim,Q16014697,Alfred Flechtheim,5,0
Q214867,National Gallery of Art,Q867541,National Gallery of Art,5,0
Q21948567,Sunflowers,Q173950,Sunflowers,3,1
Q160236,Metropolitan Museum of Art,Q438335,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q113754,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q26221201,Hugo Cassirer,5,1
Q214867,National Gallery of Art,Q20540932,National Gallery of Art,5,1
Q160236,Metropolitan Museum of Art,Q1568434,Metropolitan Museum of Art,5,1
Q17277888,Gottlieb Friedrich Reber,Q100137722,Gottlieb Friedrich Reber,2,1
Q1634926,Hugo Cassirer,Q7320,Hugo Cassirer,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q66503800,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q1634926,Hugo Cassirer,Q17813915,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q3094593,Metropolitan Museum of Art,2,1
Q160236,Metropolitan Museum of Art,Q753754,Metropolitan Museum of Art,5,0
Q21948567,Sunflowers,Q66362718,Sunflowers,1,0
Q74128,Alfred Flechtheim,Q73357989,Alfred Flechtheim,3,0
Q11770767,Still life with coffee pot  dishes and fruit,Q4532138,Still life with coffee pot  dishes and fruit,2,0
Q160236,Metropolitan Museum of Art,Q3243461,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q327156,Metropolitan Museum of Art,2,0
Q74128,Alfred Flechtheim,Q57687611,Alfred Flechtheim,4,1
Q26221184,Olive Picking,Q89929597,Olive Picking,4,0
Q160236,Metropolitan Museum of Art,Q56555894,Metropolitan Museum of Art,3,1
Q74128,Alfred Flechtheim,Q21078532,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q36,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q25391673,Metropolitan Museum of Art,4,1
Q1634926,Hugo Cassirer,Q518966,Hugo Cassirer,5,0
Q26221201,Two Diggers among Trees,Q60469188,Two Diggers among Trees,4,1
Q160236,Metropolitan Museum of Art,Q19429021,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q66663817,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q40023372,Gottlieb Friedrich Reber,5,1
Q74128,Alfred Flechtheim,Q1979607,Alfred Flechtheim,5,0
Q74128,Alfred Flechtheim,Q1925963,Alfred Flechtheim,4,0
Q160236,Metropolitan Museum of Art,Q19905131,Metropolitan Museum of Art,3,0
Q55680361,Oskar Reichel,Q24022779,Oskar Reichel,5,1
Q867510,Cypresses,Q60476309,Cypresses,4,1
Q160236,Metropolitan Museum of Art,Q668424,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q17815340,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q142,Metropolitan Museum of Art,4,0
Q867510,Cypresses,Q15296811,Cypresses,5,0
Q160236,Metropolitan Museum of Art,Q109496377,Metropolitan Museum of Art,2,0
Q214867,National Gallery of Art,Q3609940,National Gallery of Art,2,1
Q26221201,Two Diggers among Trees,Q61294807,Two Diggers among Trees,5,0
Q324935,Ferenc Hatvany,Q1768721,Ferenc Hatvany,3,0
Q17277888,Gottlieb Friedrich Reber,Q89582,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q178903,Metropolitan Museum of Art,2,0
Q160236,Metropolitan Museum of Art,Q4098834,Metropolitan Museum of Art,5,0
Q55680361,Oskar Reichel,Q19754058,Oskar Reichel,2,1
Q160236,Metropolitan Museum of Art,Q6126670,Metropolitan Museum of Art,5,1
Q867510,Cypresses,Q33315010,Cypresses,5,1
Q1634926,Hugo Cassirer,Q73357989,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q3282637,Metropolitan Museum of Art,4,0
Q214867,National Gallery of Art,Q15296811,National Gallery of Art,5,0
Q214867,National Gallery of Art,Q2842423,National Gallery of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q48761314,Gottlieb Friedrich Reber,3,0
Q21948567,Sunflowers,Q2657718,Sunflowers,5,0
Q214867,National Gallery of Art,Q1780490,National Gallery of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q98970039,Two Poplars in the Alpilles near Saint-Rémy,3,0
Q160236,Metropolitan Museum of Art,Q371731,Metropolitan Museum of Art,4,0
Q867510,Cypresses,Q3658608,Cypresses,5,0
Q324935,Ferenc Hatvany,Q4808368,Ferenc Hatvany,1,1
Q104530765,Hugo Nathan,Q28860082,Hugo Nathan,4,1
Q214867,National Gallery of Art,Q48761314,National Gallery of Art,5,0
Q55680361,Oskar Reichel,Q54149726,Oskar Reichel,5,0
